"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","215938","Patient: patient021 joins room 6824ccab08691a1189e8ee31","","Tue May 20 05:41:37 UTC 2025","passed","Tue May 20 05:45:13 UTC 2025","","patients.spec.ts","",""
"","212340","Patient: patient027 joins room 6824ccd408691a1189e8ee55","","Tue May 20 05:41:37 UTC 2025","passed","Tue May 20 05:45:09 UTC 2025","","patients.spec.ts","",""
"","201726","Doctor: doctor041 joins room 6824cd3308691a1189e8eea9","","Tue May 20 05:55:51 UTC 2025","passed","Tue May 20 05:59:13 UTC 2025","","doctors.spec.ts","",""
"","237521","Patient: patient008 joins room 6824cc5208691a1189e8ede3","","Tue May 20 05:27:12 UTC 2025","passed","Tue May 20 05:31:09 UTC 2025","","patients.spec.ts","",""
"","201653","Doctor: doctor043 joins room 6824cd4108691a1189e8eeb5","","Tue May 20 05:55:51 UTC 2025","passed","Tue May 20 05:59:13 UTC 2025","","doctors.spec.ts","",""
"","233312","Patient: patient004 joins room 6824cc3608691a1189e8edcb","","Tue May 20 05:27:12 UTC 2025","passed","Tue May 20 05:31:05 UTC 2025","","patients.spec.ts","",""
"","210088","Doctor: doctor002 joins room 6824cc2808691a1189e8edbf","","Tue May 20 05:26:45 UTC 2025","passed","Tue May 20 05:30:15 UTC 2025","","doctors.spec.ts","",""
"","216118","Doctor: doctor024 joins room 6824ccc008691a1189e8ee43","","Tue May 20 05:41:10 UTC 2025","passed","Tue May 20 05:44:46 UTC 2025","","doctors.spec.ts","",""
"","112230","Doctor: doctor008 joins room 682311ac3eb3ec16b0bb2269","","Tue May 20 03:09:56 UTC 2025","passed","Tue May 20 03:11:48 UTC 2025","","doctors.spec.ts","",""
"","254698","Patient: patient037 joins room 6824cd1808691a1189e8ee91","","Tue May 20 05:48:29 UTC 2025","passed","Tue May 20 05:52:44 UTC 2025","","patients.spec.ts","",""
"","236641","Patient: patient005 joins room 6824cc3d08691a1189e8edd1","","Tue May 20 05:27:12 UTC 2025","passed","Tue May 20 05:31:09 UTC 2025","","patients.spec.ts","",""
"","351041","Patient: patient018 joins room 6824cc9708691a1189e8ee1f","","Tue May 20 04:09:50 UTC 2025","passed","Tue May 20 04:15:41 UTC 2025","","patients.spec.ts","",""
"","220496","Patient: patient023 joins room 6824ccb908691a1189e8ee3d","","Tue May 20 05:41:37 UTC 2025","passed","Tue May 20 05:45:18 UTC 2025","","patients.spec.ts","",""
"","213605","Doctor: doctor040 joins room 6824cd2c08691a1189e8eea3","","Tue May 20 05:47:53 UTC 2025","passed","Tue May 20 05:51:27 UTC 2025","","doctors.spec.ts","",""
"","387436","Doctor: doctor017 joins room 6824cc9008691a1189e8ee19","","Tue May 20 04:08:43 UTC 2025","passed","Tue May 20 04:15:10 UTC 2025","","doctors.spec.ts","",""
"","112018","Doctor: doctor003 joins room 682311683eb3ec16b0bb224b","","Tue May 20 03:09:56 UTC 2025","passed","Tue May 20 03:11:48 UTC 2025","","doctors.spec.ts","",""
"","113314","Doctor: doctor002 joins room 6823115a3eb3ec16b0bb2245","","Tue May 20 03:09:56 UTC 2025","passed","Tue May 20 03:11:49 UTC 2025","","doctors.spec.ts","",""
"","347524","Patient: patient015 joins room 6824cc8108691a1189e8ee0d","","Tue May 20 04:09:50 UTC 2025","passed","Tue May 20 04:15:37 UTC 2025","","patients.spec.ts","",""
"","400572","Doctor: doctor016 joins room 6824cc8908691a1189e8ee13","","Tue May 20 04:08:43 UTC 2025","passed","Tue May 20 04:15:23 UTC 2025","","doctors.spec.ts","",""
"","111978","Doctor: doctor001 joins room 6823114c3eb3ec16b0bb223f","","Tue May 20 03:09:56 UTC 2025","passed","Tue May 20 03:11:48 UTC 2025","","doctors.spec.ts","",""
"","210219","Doctor: doctor001 joins room 6824cb8c08691a1189e8edb9","","Tue May 20 05:26:45 UTC 2025","passed","Tue May 20 05:30:15 UTC 2025","","doctors.spec.ts","",""
"","390869","Doctor: doctor014 joins room 6824cc7b08691a1189e8ee07","","Tue May 20 04:08:43 UTC 2025","passed","Tue May 20 04:15:14 UTC 2025","","doctors.spec.ts","",""
"","264877","Patient: patient034 joins room 6824cd0408691a1189e8ee7f","","Tue May 20 05:48:28 UTC 2025","passed","Tue May 20 05:52:52 UTC 2025","","patients.spec.ts","",""
"","353389","Patient: patient012 joins room 6824cc6d08691a1189e8edfb","","Tue May 20 04:09:50 UTC 2025","passed","Tue May 20 04:15:43 UTC 2025","","patients.spec.ts","",""
"","213365","Doctor: doctor030 joins room 6824cce908691a1189e8ee67","","Tue May 20 05:47:53 UTC 2025","passed","Tue May 20 05:51:26 UTC 2025","","doctors.spec.ts","",""
"","209068","Doctor: doctor007 joins room 6824cc4b08691a1189e8eddd","","Tue May 20 05:26:45 UTC 2025","passed","Tue May 20 05:30:14 UTC 2025","","doctors.spec.ts","",""
"","205098","Patient: patient025 joins room 6824ccc708691a1189e8ee49","","Tue May 20 05:41:37 UTC 2025","passed","Tue May 20 05:45:02 UTC 2025","","patients.spec.ts","",""
"","120041","Patient: patient004 joins room 682311753eb3ec16b0bb2251","","Tue May 20 03:10:51 UTC 2025","passed","Tue May 20 03:12:52 UTC 2025","","patients.spec.ts","",""
"","112001","Doctor: doctor010 joins room 682311c83eb3ec16b0bb2275","","Tue May 20 03:09:56 UTC 2025","passed","Tue May 20 03:11:48 UTC 2025","","doctors.spec.ts","",""
"","256400","Doctor: doctor029 joins room 6824cce208691a1189e8ee61","","Tue May 20 05:41:10 UTC 2025","passed","Tue May 20 05:45:26 UTC 2025","","doctors.spec.ts","",""
"","215349","Doctor: doctor021 joins room 6824ccab08691a1189e8ee31","","Tue May 20 05:41:10 UTC 2025","passed","Tue May 20 05:44:45 UTC 2025","","doctors.spec.ts","",""
"","349902","Patient: patient013 joins room 6824cc7408691a1189e8ee01","","Tue May 20 04:09:50 UTC 2025","passed","Tue May 20 04:15:40 UTC 2025","","patients.spec.ts","",""
"","229879","Patient: patient040 joins room 6824cd2c08691a1189e8eea3","","Tue May 20 05:48:27 UTC 2025","passed","Tue May 20 05:52:17 UTC 2025","","patients.spec.ts","",""
"","239172","Patient: patient007 joins room 6824cc4b08691a1189e8eddd","","Tue May 20 05:27:12 UTC 2025","passed","Tue May 20 05:31:11 UTC 2025","","patients.spec.ts","",""
"","116257","Patient: patient010 joins room 682311c83eb3ec16b0bb2275","","Tue May 20 03:10:51 UTC 2025","passed","Tue May 20 03:12:48 UTC 2025","","patients.spec.ts","",""
"","113119","Doctor: doctor006 joins room 682311913eb3ec16b0bb225d","","Tue May 20 03:09:56 UTC 2025","passed","Tue May 20 03:11:49 UTC 2025","","doctors.spec.ts","",""
"","212977","Doctor: doctor034 joins room 6824cd0408691a1189e8ee7f","","Tue May 20 05:47:53 UTC 2025","passed","Tue May 20 05:51:26 UTC 2025","","doctors.spec.ts","",""
"","229904","Patient: patient001 joins room 6824cb8c08691a1189e8edb9","","Tue May 20 05:27:12 UTC 2025","passed","Tue May 20 05:31:02 UTC 2025","","patients.spec.ts","",""
"","201713","Doctor: doctor042 joins room 6824cd3a08691a1189e8eeaf","","Tue May 20 05:55:51 UTC 2025","passed","Tue May 20 05:59:13 UTC 2025","","doctors.spec.ts","",""
"","210996","Patient: patient026 joins room 6824ccce08691a1189e8ee4f","","Tue May 20 05:41:37 UTC 2025","passed","Tue May 20 05:45:08 UTC 2025","","patients.spec.ts","",""
